org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,Map,TYPE,CIK CODE,SIC CODE,NAICS CODE,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,stock_price_at_breach,return_5d_pct,return_30d_pct,has_stock_data,fcc_category,fcc_reportable,car_5d,car_30d,bhar_5d,bhar_30d,has_crsp_data,firm_size_log,roa,leverage,sales_q,assets,disclosure_delay_days,immediate_disclosure,delayed_disclosure,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,has_complete_data,large_firm,breach_severity,prior_breaches_total,prior_breaches_1yr,prior_breaches_3yr,prior_breaches_5yr,days_since_last_breach,is_repeat_offender,is_first_breach,pii_breach,health_breach,financial_breach,ip_breach,ransomware,nation_state,insider_threat,ddos_attack,phishing,malware,severity_score,records_severity,records_affected_numeric,combined_severity_score,high_severity_breach,num_breach_types,complex_breach,CIK,has_executive_change,num_8k_502,days_to_first_change,has_cio_change,has_ceo_change,breach_year,has_ftc_action,ftc_settlement_amount,ftc_case_year,has_fcc_action,fcc_fine_amount,fcc_case_year,has_state_ag_action,ag_settlement_amount,num_states_involved,ag_case_year,total_regulatory_cost,has_any_regulatory_action,in_hibp,hibp_breach_name,hibp_breach_date,hibp_pwn_count,hibp_description,hibp_data_classes,hibp_date_difference_days,hibp_date_match,has_cyber_insurance_disclosure,num_10k_filings_checked
Intuit Inc.,2019-07-01,2019-06-02,2019-06-02 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc. on July 1, 2019. The breach occurred on June 2, 2019, and affected one individual.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,1,INTU,HACK,896878,7372,541511,,0,0,0,0,228.12,1.18,3.44,True,Non-FCC,False,1.8722,5.7805,1.8475,6.1925,True,11.08380876059113,0.1992193147318201,0.4115946219459303,3272.0,6917.0,29,0,0,33.3315,24.3138,922120.06,307103.5,-9.0177,False,1,Small,73,12,55,71,34.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,896878,1,7,172.0,0,0,2014,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Intuit Inc.,2016-08-19,2016-08-03,2016-08-03 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc on August 19, 2016. The breach occurred on August 3, 2016, affecting a total of 313 individuals, including 1 Indiana resident.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSF,313,INTU,HACK,896878,7372,541511,,0,0,0,0,102.42,0.28,-0.18,True,Non-FCC,False,2.1061,0.3581,2.1428,0.2539,True,10.26182976226449,-0.009411764705882352,0.7268235294117648,754.0,4250.0,16,0,0,20.1208,15.2996,973284.2,727307.06,-4.8212,False,0,Small,22,20,22,22,38.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,313,7,1,2,1,896878,0,0,,0,0,2014,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Intuit Inc.,2024-01-12,2023-01-28,2023-01-31 00:00:00,"On January 12, 2024, the Maryland Office of the Attorney General reported a data breach involving Intuit Inc. The incident involved unauthorized access to the accounts of two Maryland customers of Intuit's TurboTax business, potentially exposing their names, Social Security numbers, addresses, dates of birth, driver's license numbers, and financial information. Intuit has taken steps to secure the accounts and notified the affected individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial information (e.g., salary and deductions)""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2,INTU,HACK,896878,7372,541511,,0,0,0,0,415.17,6.45,2.29,True,Non-FCC,False,1.0192,0.8698,0.7043,0.2464,True,11.697475536779,0.00147683219494185,0.4067934280967325,2597.0,27085.0,349,0,1,34.0428,39.3727,339137.38,713584.27,5.3298,False,1,Small,92,5,13,37,14.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,2,9,1,3,1,896878,1,9,26.0,0,0,2014,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Intuit Inc.,2024-02-28,2023-01-14,2023-01-14 00:00:00,"The Indiana Office of the Attorney General reported that Intuit Inc experienced a data breach on January 14, 2023, affecting 1 individual. The breach was reported on February 28, 2024.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,1,INTU,HACK,896878,7372,541511,,0,0,0,0,386.28,6.29,9.39,True,Non-FCC,False,2.3731,3.2247,2.2558,2.5175,True,11.697475536779,0.00147683219494185,0.4067934280967325,2597.0,27085.0,410,0,1,39.2326,43.4875,624049.83,340013.47,4.2549,False,1,Small,91,4,12,36,13.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,896878,1,9,9.0,0,0,2014,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Intuit Inc.,2016-05-26,2016-05-02,2016-05-02 00:00:00,"On May 26, 2016, the Indiana Office of the Attorney General reported a data breach involving Intuit Inc. that occurred on May 2, 2016, affecting a total of 2,402 individuals, with 18 residents specifically impacted.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSF,2402,INTU,HACK,896878,7372,541511,,0,0,0,0,95.06,-0.67,4.73,True,Non-FCC,False,1.5647,4.7786,1.5476,4.7773,True,10.16072273649949,0.2076923076923077,0.7473684210526316,2304.0,4940.0,24,0,0,13.1322,20.1558,354060.93,992131.89,7.0236,False,0,Small,17,15,17,17,18.0,1,0,1,0,0,0,1,0,0,0,0,0,6,2,2402,8,1,2,1,896878,0,0,,0,0,2014,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Intuit Inc.,2024-08-09,2024-01-11,2024-01-11 00:00:00,"The Maine Office of the Attorney General reported that Intuit Inc. experienced a security breach on January 11, 2024, affecting 2 individuals. Unauthorized access to TurboTax accounts may have resulted in exposure of personal information including Social Security numbers and financial data. Identity theft protection services through Experian IdentityWorks were offered to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address(es)"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial information (e.g., salary and deductions)""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2,INTU,HACK,896878,7372,541511,,0,0,0,0,602.03,6.19,12.13,True,Non-FCC,False,1.5105,3.6311,1.4997,3.6595,True,11.83962128024014,0.008459702330805953,0.4035383319292334,2978.0,28488.0,211,0,1,21.3409,18.1265,606140.84,201383.31,-3.2144,False,1,Small,100,9,15,38,41.0,1,0,1,0,1,0,1,0,1,0,0,0,11,1,2,12,1,4,1,896878,1,9,11.0,0,0,2014,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Intuit Inc.,2017-03-10,2017-02-26,2017-02-26 00:00:00,"On March 10, 2017, the New Hampshire Attorney General's Office reported that Intuit Inc. experienced unauthorized access to customer information affecting two New Hampshire customers of its TurboTax business. The unauthorized access occurred on February 26, 2017, potentially exposing names, Social Security numbers, addresses, dates of birth, driver’s license numbers, and financial information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial information (e.g., salary and deductions)""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2,INTU,HACK,896878,7372,541511,,0,0,0,0,118.07,5.21,-1.55,True,Non-FCC,False,-1.5777,-7.0182,-1.5777,-6.8132,True,10.32077309522827,0.002972787560027441,0.8204893665675738,1016.0,4373.0,12,0,0,20.7105,10.5232,653471.08,444350.13,-10.1874,False,0,Small,39,30,39,39,6.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,2,9,1,3,1,896878,0,0,,0,0,2014,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
"Intuit, Inc.",2015-04-07,2014-02-01,2014-02-01 00:00:00,"The Indiana Office of the Attorney General reported that Intuit Inc. experienced a data breach on February 1, 2014, affecting a total of 27,000 individuals, including 618 residents of Indiana. The breach notification was reported on April 7, 2015.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,967,INTU,INSD,896878,7372,541511,intuit,15,0,9,9,66.44,-2.44,10.47,True,Non-FCC,False,-3.814,4.6012,-3.7648,4.539,True,9.941136225392846,-0.007842306061890632,0.5262823230182281,782.0,4718.0,430,0,1,15.6855,28.1349,519466.98,1115773.61,12.4494,True,0,Small,1,0,0,0,2077.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,967,7,1,2,1,896878,0,0,,0,0,2008,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
"Intuit, Inc.",2016-06-10,2016-05-16,2016-05-16 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc on June 10, 2016. The breach occurred on May 16, 2016, affecting a total of 572 individuals, including 6 residents of Indiana.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSF,4,INTU,HACK,896878,7372,541511,intuit,15,0,0,9,96.48,2.9,4.53,True,Non-FCC,False,2.2789,4.0084,2.2639,3.9384,True,10.16072273649949,0.2076923076923077,0.7473684210526316,2304.0,4940.0,25,0,0,14.2741,19.6048,334638.76,894567.79,5.3307,True,0,Small,15,12,14,14,6.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,4,7,1,2,1,896878,0,0,,0,0,2008,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
"Intuit, Inc.",2015-11-25,2015-10-23,2015-10-23 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc. on November 25, 2015. The breach occurred on October 23, 2015, affecting a total of 346 individuals, with 6 residents specifically impacted.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSF,1,INTU,INSD,896878,7372,541511,intuit,15,0,0,9,90.55,4.07,7.91,True,Non-FCC,False,-0.3691,2.0061,-0.3635,1.7549,True,10.287829925469,0.002818035426731079,0.5305958132045089,696.0,4968.0,33,0,1,22.7473,24.0075,1260370.47,1356443.64,1.2602,True,0,Small,4,1,3,3,11.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,896878,0,0,,0,0,2008,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
"Intuit, Inc.",2018-03-14,2018-02-01,2018-02-01 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Intuit on March 14, 2018. The breach occurred on or before February 25, 2018, affecting 1 resident with their name or other personal identifiers in combination with their Social Security Number (SSN) and driver's license number.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name or other personal identifier"""",""""Social Security Number"""",""""Driver's license number"""",""""Non-driver identification card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Driver's license number"""",""""Non-driver identification card number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2,INTU,HACK,896878,7372,541511,intuit,15,0,0,0,157.07,-8.98,1.41,True,Non-FCC,False,-0.9382,8.6605,-0.9292,8.5434,True,10.66884283950439,0.03736218864842793,0.763781135157207,1339.0,4898.0,41,0,1,13.584,35.001,316609.14,447696.67,21.417,True,1,Small,46,12,43,45,186.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,2,7,1,2,1,896878,0,0,,0,0,2008,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
"Intuit, Inc.",2016-05-09,2016-04-06,2016-04-18 00:00:00,"On May 9, 2016, the New Hampshire Attorney General's Office was notified by Intuit Inc. of a data breach involving unauthorized access to customer accounts between April 6, 2016, and April 18, 2016, affecting eight New Hampshire customers. The compromised information may include social security numbers, names, addresses, dates of birth, and driver's license numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social security numbers"""",""""Names"""",""""Addresses"""",""""Dates of birth"""",""""Driver's license numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social security numbers"""",""""Driver's license numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,INTU,HACK,896878,7372,541511,intuit,15,0,0,9,97.5,0.41,-2.42,True,Non-FCC,False,-2.6186,-1.7591,-2.6442,-1.8258,True,10.12173016303535,0.005518510002299379,0.852609795355254,923.0,4349.0,33,0,1,19.5546,15.0473,716604.86,310740.26,-4.5074,True,0,Small,12,9,11,11,5.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,1,9,1,3,1,896878,0,0,,0,0,2008,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
"Intuit, Inc.",2016-12-12,2016-11-23,2016-11-23 00:00:00,"On December 12, 2016, the Montana Department of Justice reported a data breach involving Intuit, Inc. The breach occurred on November 23, 2016, and affected 4 residents. The unauthorized access may have compromised users' personal information, including social security numbers and financial data.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address(es)"""",""""Date of birth"""",""""Driver's license number"""",""""Username"""",""""Password""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial information (e.g., salary, deductions)"""",""""Username and password combination""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial information (e.g., salary, deductions)""""]}}}",BSO,3,INTU,HACK,896878,7372,541511,intuit,15,0,0,9,108.34,2.26,5.47,True,Non-FCC,False,-2.0206,-2.6518,-2.0102,-2.7625,True,10.23830035305454,-0.007627765064836003,0.7620137299771167,778.0,3933.0,19,0,0,16.8008,13.9938,859774.63,415097.49,-2.807,True,0,Small,25,20,24,24,1.0,1,0,1,0,1,0,1,0,1,0,0,0,11,1,3,12,1,4,1,896878,0,0,,0,0,2008,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
